Date,Item,Quantity,Amount,Status
2026-01-17 16:19:28.773448,INSECT KILLER TUBE 15W,2.0,Rs 760.00,#1470
2026-01-17 16:06:55.438813,Tresemme┼,1.0,Rs 599.00,#1469
2026-01-17 16:06:55.438813,LIFEBOBY SHAMPOO,1.0,Rs 200.00,#1469
2026-01-17 16:06:55.438813,DUMY PRODUCTS 2,1.0,Rs 200.00,#1469
2026-01-17 16:06:55.438813,DUMY PRODUCT,1.0,Rs 3.00,#1469
2026-01-17 16:06:34.931997,CHARGING LIGHT YK-8228,1.0,Rs 490.00,#1468
2026-01-17 16:03:04.439223,GSL BATTERY 6V5A,1.0,Rs 950.00,#1467
2026-01-17 15:59:21.511101,HG DUE 400B RECHARGEABLE LIGHT,2.0,Rs 3200.00,#1466
2026-01-17 15:57:12.227201,SOGO BATTERY 6V 4.5AH,1.0,Rs 1250.00,#1465
2026-01-17 15:47:48.466928,COBA CBLD181 SOLAR LIGHT,1.0,Rs 2150.00,#1464
2026-01-17 15:33:37.091205,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1463
2026-01-17 15:07:27.918608,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1462
2026-01-17 14:57:49.182741,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1461
2026-01-17 14:57:26.759940,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1460
2026-01-17 14:49:05.453694,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1459
2026-01-17 14:32:08.449051,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1458
2026-01-17 14:16:14.910894,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1457
2026-01-17 14:11:49.814261,CARE BABY NB ECONOMY 52,8.0,Rs 9600.00,#1456
2026-01-17 14:11:49.814261,CARE BABY S JUMBO 96,2.0,Rs 4460.00,#1456
2026-01-17 14:11:49.814261,CARE BABY L JUMBO 80,3.0,Rs 6690.00,#1456
2026-01-17 13:58:26.208220,CHARGING LIGHT YK-8228,1.0,Rs 550.00,#1455
2026-01-17 13:36:48.339404,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1454
2026-01-17 13:25:24.292777,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1453
2026-01-17 13:17:30.623590,DP LIGHT 9034B,1.0,Rs 750.00,#1452
2026-01-17 13:17:30.623590,1111111,1.0,Rs 750.00,#1452
2026-01-17 13:17:25.571519,SOXIN BATTERY SN 4V 4A,1.0,Rs 900.00,#1451
2026-01-17 13:13:37.606857,DUMY PRODUCTS 2,1.0,Rs 200.00,#1450
2026-01-17 13:10:50.147469,SOGO BATTERY 6V 4.5AH,1.0,Rs 1250.00,#1449
2026-01-17 13:04:17.808157,XELENT DOOR BELL ITC-731,1.0,Rs 400.00,#1448
2026-01-17 13:04:17.808157,BELL PUSH BUTTON,1.0,Rs 150.00,#1448
2026-01-17 13:03:36.966847,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1447
2026-01-17 13:02:45.460857,SILVER CREST POWER GRINDER,1.0,Rs 7000.00,#1446
2026-01-17 12:55:55.232222,RUILANG FLASHLIGHT P90,1.0,Rs 2500.00,#1445
2026-01-17 12:52:39.743226,GSL BATTERY 6V5A,1.0,Rs 900.00,#1444
2026-01-17 12:41:51.439033,GSL BATTERY 6V5A,1.0,Rs 1000.00,#1443
2026-01-17 12:41:51.439033,UNIPEC 4V0.4A,1.0,Rs 120.00,#1443
2026-01-17 12:40:05.184767,GT DC BULB 18 W,1.0,Rs 240.00,#1442
2026-01-17 12:27:43.400444,NATIONAL GOLD IRON M82,1.0,Rs 2800.00,#1441
2026-01-17 12:27:43.400444,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1441
2026-01-17 12:21:17.662975,SOGO BATTERY 6V 4.5AH,1.0,Rs 1250.00,#1440
2026-01-17 12:18:27.976951,REMIGTON HAIR STRAIGHTNER 8181,1.0,Rs 2400.00,#1439
2026-01-17 12:17:10.355064,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1438
2026-01-17 12:14:51.776506,HT DC LIGHT S17,3.0,Rs 360.00,#1437
2026-01-17 12:07:11.973167,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1436
2026-01-17 12:06:53.986436,AMIN 15WAT DC BULB,3.0,Rs 600.00,#1435
2026-01-17 12:06:53.986436,IXUS DC BULB E27 1W,1.0,Rs 80.00,#1435
2026-01-17 12:06:53.986436,KINGWAY BATTERY CHARGER 20A,1.0,Rs 1950.00,#1435
2026-01-17 12:06:53.986436,E 27 WALL HOLDER,4.0,Rs 320.00,#1435
2026-01-17 11:57:10.548381,NS313 BATTERY NS-645,1.0,Rs 950.00,#1434
2026-01-17 11:56:59.582020,GT 7W DC BULB,4.0,Rs 520.00,#1433
2026-01-17 11:56:38.782732,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1432
2026-01-17 11:48:59.614703,LED CHARGING BULB FAE-3920,10.0,Rs 6100.00,#1431
2026-01-17 11:48:59.614703,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1100.00,#1431
2026-01-17 11:48:59.614703,RULANG RL130 131,2.0,Rs 1300.00,#1431
2026-01-17 11:48:59.614703,CHARGING LIGHT YK-8228,2.0,Rs 900.00,#1431
2026-01-17 11:45:53.150329,RULANG RL130 131,1.0,Rs 750.00,#1430
2026-01-17 11:45:53.150329,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1430
2026-01-17 11:45:53.150329,UMBRELLA U HANDLE,1.0,Rs 1150.00,#1430
2026-01-17 11:45:53.150329,UMBRELLA STEEL HANDLE,1.0,Rs 1250.00,#1430
2026-01-17 11:20:23.533903,F1 F2 REMOTE RECIVER,1.0,Rs 180.00,#1429
2026-01-17 11:18:39.372415,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1428
2026-01-17 11:11:57.666340,PARAMOUNT LED BULB E27 12W,4.0,Rs 420.00,#1427
2026-01-17 11:11:57.666340,PARAMOUNT LED BULB B22 12W,6.0,Rs 630.00,#1427
2026-01-17 11:11:57.666340,MULTI PLUG 3,4.0,Rs 280.00,#1427
2026-01-17 11:11:57.666340,MARWA PIANO BUTTON & SOCKET 16A,12.0,Rs 450.00,#1427
2026-01-17 11:11:57.666340,PARAMOUNT LED BULB 20W,1.0,Rs 220.00,#1427
2026-01-17 11:06:50.268519,HG RECHARGABLE LIGHT HG716,1.0,Rs 680.00,#1426
2026-01-17 11:06:50.268519,BIG BOSS LOW PRESSURE MINI REGULATOR,1.0,Rs 280.00,#1426
2026-01-15 21:37:04.022286,ONE STEP HAIR DRYER +AND STYLER,1.0,Rs 1600.00,#1425
2026-01-15 21:16:25.015137,DINGLING HAIR CLIPPER RF-609 PRO,1.0,Rs 3150.00,#1424
2026-01-15 21:16:25.015137,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1424
2026-01-15 21:11:15.312508,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1423
2026-01-15 20:52:58.692752,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1422
2026-01-15 20:25:47.316873,CARE BABY XXL JUMBO 60,4.0,Rs 8920.00,#1421
2026-01-15 20:25:47.316873,CARE BABY L JUMBO 80,2.0,Rs 4460.00,#1421
2026-01-15 20:25:47.316873,CARE BABY M MEGA 72,5.0,Rs 8800.00,#1421
2026-01-15 20:25:47.316873,CARE BABY S MEGA 80,2.0,Rs 3520.00,#1421
2026-01-15 20:25:47.316873,CARE BABY L MEGA 64,2.0,Rs 3520.00,#1421
2026-01-15 20:25:47.316873,CARE BABY NB ECONOMY 52,4.0,Rs 4800.00,#1421
2026-01-15 20:25:47.316873,CARE BABY JUNIOR 7,3.0,Rs 1650.00,#1421
2026-01-15 20:21:29.921611,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1420
2026-01-15 20:15:27.000730,camado light small size,1.0,Rs 340.00,#1419
2026-01-15 20:12:56.126725,RULANG RL130 131,1.0,Rs 750.00,#1418
2026-01-15 20:12:56.126725,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1418
2026-01-15 20:06:57.964350,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1417
2026-01-15 19:45:24.618267,LED CHARGING BULB FAE-3920,32.0,Rs 19520.00,#1416
2026-01-15 19:42:37.545112,[REFUND] LED CHARGING BULB FAE-3920,-40.0,Rs -24400.00,REFUND #1415
2026-01-15 19:38:55.988160,SOXIN BATTERY SN 4V 4A,1.0,Rs 900.00,#1414
2026-01-15 19:34:23.130932,HEATER U ROD 900W,1.0,Rs 350.00,#1413
2026-01-15 19:31:30.878984,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1412
2026-01-15 19:29:59.569612,AONELEC RECHARGEABLE LIGHT AL5125,1.0,Rs 2400.00,#1411
2026-01-15 19:26:06.509441,LED CHARGING BULB FAE-3920,40.0,Rs 24400.00,#1410
2026-01-15 19:18:19.573100,SOGO JPN 390,2.0,Rs 2200.00,#1409
2026-01-15 19:17:25.730223,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1408
2026-01-15 19:16:25.331631,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1407
2026-01-15 19:15:32.242497,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1406
2026-01-15 19:13:37.703989,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1400.00,#1405
2026-01-15 19:09:21.283720,NATIONAL ELECTRIC KATTLE K-757 1.8L,1.0,Rs 2400.00,#1404
2026-01-15 19:08:32.087500,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1403
2026-01-15 19:05:54.314173,RULIANG CHARGING LIGHT RL6006S,1.0,Rs 400.00,#1402
2026-01-15 19:05:40.611880,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1401
2026-01-15 19:02:03.272016,[REFUND] REMOTE 30 IN 1,-1.0,Rs -200.00,REFUND #1400
2026-01-15 19:01:41.144526,hongxin 4w tube light,3.0,Rs 750.00,#1399
2026-01-15 19:00:31.858612,REMOTE 30 IN 1,1.0,Rs 200.00,#1398
2026-01-15 18:42:06.586737,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1397
2026-01-15 18:38:04.061929,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1396
2026-01-15 18:37:28.061979,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1395
2026-01-15 18:37:15.582452,RULANG RL130 131,1.0,Rs 750.00,#1394
2026-01-15 18:36:46.351230,HG RECHARGABLE LIGHT HG716,1.0,Rs 680.00,#1393
2026-01-15 18:36:36.111448,KEMEI TRIMMER KM-3230,1.0,Rs 2800.00,#1392
2026-01-15 18:36:14.420211,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1391
2026-01-15 18:35:54.959284,GEEMY TRIMMER GM-6050,1.0,Rs 2000.00,#1390
2026-01-15 18:35:38.591644,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3100.00,#1389
2026-01-15 18:35:23.439771,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1388
2026-01-15 18:33:37.345345,HG DUE HG 1664,1.0,Rs 2000.00,#1387
2026-01-15 18:32:59.762084,RUILANG BENERGENCY LIGHT RL-127,3.0,Rs 2100.00,#1386
2026-01-15 18:32:31.745660,LED CHARGING BULB FAE-3920,7.0,Rs 4900.00,#1385
2026-01-15 18:24:54.279815,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1384
2026-01-15 18:22:41.110731,[REFUND] RUILANG BENERGENCY LIGHT RL-127,-1.0,Rs -700.00,REFUND #1383
2026-01-15 18:18:52.868475,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1382
2026-01-15 18:10:55.084193,[REFUND] SOGO JPN 390,-1.0,Rs -1100.00,REFUND #1381
2026-01-15 18:10:00.665069,RULANG RL130 131,1.0,Rs 750.00,#1380
2026-01-15 18:08:55.974339,GEEMY TRIMMER GM-6050,1.0,Rs 2000.00,#1379
2026-01-15 18:08:21.056519,SOGO JPN 390,1.0,Rs 1100.00,#1378
2026-01-15 17:24:22.722011,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1346
2026-01-15 17:23:49.779965,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1345
2026-01-15 17:23:49.779965,HG RECHARGABLE LIGHT HG716,1.0,Rs 680.00,#1345
2026-01-15 17:21:44.172625,HT DC LIGHT S17,1.0,Rs 140.00,#1344
2026-01-15 17:15:28.078805,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1343
2026-01-15 17:14:47.613476,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1342
2026-01-15 17:11:40.521735,MULTIFUNCTIONAL LED EMERGENCY BULB FA-2966,1.0,Rs 750.00,#1341
2026-01-15 17:11:40.521735,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1341
2026-01-15 17:06:11.827723,HUAYO REMOTE RM-569CB-C,1.0,Rs 300.00,#1340
2026-01-15 17:05:27.021296,F8 ROD ORIGINAL,1.0,Rs 700.00,#1339
2026-01-15 17:00:41.343025,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1338
2026-01-15 16:57:41.429065,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1337
2026-01-15 16:48:55.216217,FLAWLESS 2IN1,2.0,Rs 1600.00,#1336
2026-01-15 16:46:37.558931,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3100.00,#1335
2026-01-15 16:46:21.631955,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1334
2026-01-15 16:41:56.612537,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1333
2026-01-15 16:38:49.274289,[REFUND] KINGWAY BATTERY 4V1.2A,-1.0,Rs -200.00,REFUND #1332
2026-01-15 16:37:03.882305,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1331
2026-01-15 16:30:25.418561,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1330
2026-01-15 16:20:06.330159,PARAMOUNT LED BULB E27 12W,1.0,Rs 130.00,#1329
2026-01-15 16:13:32.795136,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1328
2026-01-15 16:09:07.653597,KINGWAY BATTERY 4V1.2A,1.0,Rs 200.00,#1327
2026-01-15 16:06:44.824324,RULANG RL130 131,1.0,Rs 750.00,#1326
2026-01-15 16:06:44.824324,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1326
2026-01-15 16:06:44.824324,HAYAT WATER ROD 1200W,1.0,Rs 350.00,#1326
2026-01-15 16:05:39.837169,RULANG RL130 131,1.0,Rs 750.00,#1325
2026-01-15 15:41:05.067434,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1324
2026-01-15 15:40:36.655781,[REFUND] DP RECHARGABLE LIGHT 707,-1.0,Rs -620.00,REFUND #1323
2026-01-15 15:40:21.012698,DP RECHARGABLE LIGHT 707,1.0,Rs 620.00,#1322
2026-01-15 15:33:07.744252,RUILING RECHARGABLE LIGHT RL8010TBS,1.0,Rs 700.00,#1321
2026-01-15 15:28:57.814247,INSECT KILLER ROD F6T5 6W,1.0,Rs 170.00,#1320
2026-01-15 15:27:26.803062,LED CHARGING BULB FAE-3920,2.0,Rs 1360.00,#1319
2026-01-15 15:27:26.803062,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1280.00,#1319
2026-01-15 15:19:57.493078,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1280.00,#1318
2026-01-15 15:19:01.077387,LED CHARGING BULB FAE-3920,9.0,Rs 5850.00,#1317
2026-01-15 15:19:01.077387,ANOLEC EMERGENCY BATTERY AL-6600,1.0,Rs 2400.00,#1317
2026-01-15 15:19:01.077387,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 365.00,#1317
2026-01-15 14:47:03.511771,[REFUND] RUILANG BENERGENCY LIGHT RL-127,-1.0,Rs -700.00,REFUND #1316
2026-01-15 14:33:10.393696,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1315
2026-01-15 14:28:04.533415,OLD STOCK PR,1.0,Rs 38400.00,#1314
2026-01-15 14:21:27.483940,RUILANG BENERGENCY LIGHT RL-127,4.0,Rs 2280.00,#1313
2026-01-15 14:21:27.483940,ZOOM FLASH LIGHT TORCH 520A,3.0,Rs 2250.00,#1313
2026-01-15 14:21:27.483940,LOCAL KETTLE 2LTR,4.0,Rs 3800.00,#1313
2026-01-15 14:18:00.654767,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1400.00,#1312
2026-01-15 14:14:30.993395,GT WATER ROD 1200W,1.0,Rs 400.00,#1311
2026-01-15 14:12:56.239895,RUILANG BENERGENCY LIGHT RL-127,3.0,Rs 2100.00,#1310
2026-01-15 14:10:01.384755,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1309
2026-01-15 14:09:49.765163,HT DC LIGHT S17,3.0,Rs 360.00,#1308
2026-01-15 14:09:15.566303,F8 ROD ORIGINAL,1.0,Rs 650.00,#1307
2026-01-15 13:58:04.554252,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1306
2026-01-15 13:51:39.683868,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1305
2026-01-15 13:49:00.068215,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1400.00,#1304
2026-01-15 13:42:21.842201,SONY 020 REMOTE,1.0,Rs 300.00,#1303
2026-01-15 13:38:39.121917,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1302
2026-01-15 13:38:39.121917,1111111,1.0,Rs 750.00,#1302
2026-01-15 13:38:01.030742,HT DC LIGHT S2,2.0,Rs 140.00,#1301
2026-01-15 13:07:40.523491,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1300
2026-01-15 13:07:31.287394,LED CHARGING BULB FAE-3920,2.0,Rs 1500.00,#1299
2026-01-15 12:58:41.033493,SOGO BATTERY 6V 4.5AH,1.0,Rs 1250.00,#1298
2026-01-15 12:47:38.413718,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1297
2026-01-15 12:42:11.642998,LED CHARGING BULB FAE-3920,5.0,Rs 3250.00,#1296
2026-01-15 12:34:53.608684,DP LIGHT 9034B,6.0,Rs 4200.00,#1295
2026-01-15 12:27:59.516962,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1294
2026-01-15 12:19:26.967036,LED CHARGING BULB FAE-3920,3.0,Rs 2250.00,#1293
2026-01-15 12:19:26.967036,HMA 2PIN SHOE HOLDER,3.0,Rs 150.00,#1293
2026-01-15 12:15:17.924297,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1292
2026-01-15 12:12:42.743307,DALING TRIMMER DL-9218,1.0,Rs 1900.00,#1291
2026-01-15 12:09:22.718059,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1290
2026-01-15 12:06:04.550071,CARE BABY L MEGA 64,2.0,Rs 3520.00,#1289
2026-01-15 12:06:04.550071,CARE BABY S MEGA 80,2.0,Rs 3520.00,#1289
2026-01-15 12:05:23.768294,CARE BABY XL MEGA 58,4.0,Rs 7000.00,#1288
2026-01-15 12:05:23.768294,CARE BABY NB ECONOMY 52,4.0,Rs 4680.00,#1288
2026-01-15 12:05:23.768294,CARE BABY L MEGA 64,4.0,Rs 7000.00,#1288
2026-01-15 12:01:18.177455,CARE BABY NB ECONOMY 52,16.0,Rs 18720.00,#1287
2026-01-15 12:01:18.177455,CARE BABY M MEGA 72,8.0,Rs 14000.00,#1287
2026-01-15 12:01:18.177455,CARE BABY XL MEGA 58,20.0,Rs 35000.00,#1287
2026-01-15 12:01:18.177455,CARE BABY S MEGA 80,4.0,Rs 7000.00,#1287
2026-01-15 12:01:18.177455,CARE BABY L MEGA 64,20.0,Rs 35000.00,#1287
2026-01-15 12:01:18.177455,CARE BABY XXL MEGA 50,8.0,Rs 14000.00,#1287
2026-01-15 11:59:24.301613,GT 9W DC BULB,1.0,Rs 150.00,#1286
2026-01-15 11:59:24.301613,GT 5W DC BULB,1.0,Rs 120.00,#1286
2026-01-15 11:59:24.301613,ASIM PENDET HOLDER,1.0,Rs 70.00,#1286
2026-01-15 11:58:29.682822,HT DC LIGHTS S10,1.0,Rs 180.00,#1285
2026-01-15 11:58:29.682822,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1285
2026-01-15 11:56:36.423446,GT DC BULB 15W,3.0,Rs 600.00,#1284
2026-01-15 11:56:36.423446,GT 9W DC BULB,1.0,Rs 150.00,#1284
2026-01-15 11:56:36.423446,ASIM PENDET HOLDER,1.0,Rs 70.00,#1284
2026-01-15 11:55:40.003751,[REFUND] GT 9W DC BULB,-2.0,Rs -300.00,REFUND #1283
2026-01-15 11:55:40.003751,[REFUND] GT DC BULB 15W,-2.0,Rs -380.00,REFUND #1283
2026-01-15 11:55:40.003751,[REFUND] ASIM PENDET HOLDER,-1.0,Rs -70.00,REFUND #1283
2026-01-15 11:54:59.893644,GT 9W DC BULB,2.0,Rs 300.00,#1282
2026-01-15 11:54:59.893644,GT DC BULB 15W,2.0,Rs 380.00,#1282
2026-01-15 11:54:59.893644,ASIM PENDET HOLDER,1.0,Rs 70.00,#1282
2026-01-15 11:53:16.264048,AON LEC CHARGING LIGHT 7190,1.0,Rs 3200.00,#1281
2026-01-15 11:53:16.264048,SOGO 20W LIGHT,1.0,Rs 650.00,#1281
2026-01-15 11:50:47.164876,LED CHARGING BULB FAE-3920,1.0,Rs 750.00,#1280
2026-01-15 11:48:25.492666,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1279
2026-01-15 11:47:56.923108,[REFUND] SOGO BATTERY 6V 4.5AH,-2.0,Rs -2600.00,REFUND #1278
2026-01-15 11:31:26.485633,HT DC LIGHTS S10,1.0,Rs 180.00,#1277
2026-01-15 11:31:26.485633,HT DC LIGHT S17,1.0,Rs 140.00,#1277
2026-01-15 11:31:26.485633,HT DC LIGHT S2,1.0,Rs 80.00,#1277
2026-01-15 11:29:49.503923,SOGO BATTERY 6V 4.5AH,1.0,Rs 1250.00,#1276
2026-01-15 11:28:20.899520,SOGO BATTERY 6V 4.5AH,2.0,Rs 2600.00,#1275
2026-01-14 21:21:26.318417,F8 ROD ORIGINAL,1.0,Rs 700.00,#1274
2026-01-14 21:15:45.552813,0W BULB,1.0,Rs 50.00,#1273
2026-01-14 21:11:32.218911,SGOD CHARGING LIGHT JPN-290A,1.0,Rs 700.00,#1272
2026-01-14 21:11:32.218911,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3100.00,#1272
2026-01-14 21:11:32.218911,HAYAT WATER ROD 1200W,1.0,Rs 320.00,#1272
2026-01-14 21:11:32.218911,SD8676 FLASHLIGHT,1.0,Rs 330.00,#1272
2026-01-14 21:11:32.218911,SGOD RECHARGABLE LIGHT SD781,1.0,Rs 600.00,#1272
2026-01-14 21:11:32.218911,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1272
2026-01-14 21:11:32.218911,LED CHARGING BULB FAE-3920,2.0,Rs 1500.00,#1272
2026-01-14 21:11:32.218911,RULIANG CHARGING LIGHT RL6006S,1.0,Rs 400.00,#1272
2026-01-14 21:11:32.218911,SOGO JPN378,1.0,Rs 1100.00,#1272
2026-01-14 21:11:32.218911,DALING TRIMMER DL-9218,1.0,Rs 1900.00,#1272
2026-01-14 20:59:15.624131,CARE BABY M ECONOMY 44,8.0,Rs 9600.00,#1271
2026-01-14 20:59:15.624131,CARE BABY XL ECONOMY 35,8.0,Rs 9600.00,#1271
2026-01-14 20:30:26.790713,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1270
2026-01-14 20:27:13.398048,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1269
2026-01-14 20:25:03.204588,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1268
2026-01-14 20:22:20.104777,SOGO JPN 390,2.0,Rs 2200.00,#1267
2026-01-14 20:17:14.223395,SOGO JPN378,1.0,Rs 1100.00,#1266
2026-01-14 20:17:14.223395,HT LIGHTS S11,1.0,Rs 320.00,#1266
2026-01-14 20:14:29.004237,SOGO JPN378,1.0,Rs 920.00,#1265
2026-01-14 20:14:29.004237,HOPES RECHARGABLE LIGHT H412,1.0,Rs 600.00,#1265
2026-01-14 20:14:29.004237,RUILANG EMERGENCY LIGHT RL 6006,2.0,Rs 700.00,#1265
2026-01-14 20:14:29.004237,SD8670 FLASHLIGHT,2.0,Rs 300.00,#1265
2026-01-14 20:14:29.004237,SD8672 FLASHLIGHT,4.0,Rs 660.00,#1265
2026-01-14 20:11:19.091448,GT DC BULB 12W,2.0,Rs 280.00,#1264
2026-01-14 20:05:29.162535,DP RECHARGABLE LIGHT 707,1.0,Rs 620.00,#1263
2026-01-14 20:00:21.273836,CARE BABY M JUMBO 88,4.0,Rs 8920.00,#1262
2026-01-14 20:00:21.273836,CARE BABY L JUMBO 80,6.0,Rs 13380.00,#1262
2026-01-14 20:00:21.273836,CARE BABY XL JUMBO 72,4.0,Rs 8920.00,#1262
2026-01-14 20:00:21.273836,CARE BABY L MEGA 64,2.0,Rs 3520.00,#1262
2026-01-14 20:00:21.273836,CARE BABY M MEGA 72,2.0,Rs 3520.00,#1262
2026-01-14 20:00:21.273836,CARE BABY S ECONOMY 48,3.0,Rs 3600.00,#1262
2026-01-14 20:00:21.273836,CARE BABY XXL ECONOMY 30,7.0,Rs 8400.00,#1262
2026-01-14 20:00:21.273836,CARE BABY L ECONOMY 40,4.0,Rs 4800.00,#1262
2026-01-14 19:02:25.874633,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1230
2026-01-14 19:02:04.278252,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1229
2026-01-14 19:00:29.192632,SOGO JPN378,1.0,Rs 1100.00,#1228
2026-01-14 18:59:55.045046,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1227
2026-01-14 18:59:55.045046,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1227
2026-01-14 18:57:52.698928,SOGO JPN378,1.0,Rs 1100.00,#1226
2026-01-14 18:51:10.699413,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1225
2026-01-14 18:50:57.518597,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1224
2026-01-14 18:50:40.495311,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1223
2026-01-14 18:47:09.246400,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1222
2026-01-14 18:45:03.307378,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1221
2026-01-14 18:43:49.957657,F8 ROD ORIGINAL,1.0,Rs 700.00,#1220
2026-01-14 18:43:16.611452,[REFUND] RUILANG EMERGENCY LIGHT RL 6006,-1.0,Rs -400.00,REFUND #1219
2026-01-14 18:42:52.950821,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1218
2026-01-14 18:39:12.921672,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1217
2026-01-14 18:39:00.878582,GT WATER ROD 1200W,2.0,Rs 800.00,#1216
2026-01-14 18:38:42.669978,LED CHARGING BULB FAE-3920,3.0,Rs 2100.00,#1215
2026-01-14 18:37:00.540689,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1214
2026-01-14 18:31:52.000882,RECHARGABLE BULB FN-5819,1.0,Rs 800.00,#1213
